timestamp,dataset,activation,normalization,repeat_idx,seed,epochs,batch_size,lr,weight_decay,channels_per_block,layers_per_block,kernel_size,pool_stride,pool_sigma,invariant_channels,max_rot_order,img_size,best_val_loss,test_acc,test_loss,best_ckpt,device,cuda_name,status
2025-10-06T10:53:59,colorectal_hist,gated_relu,IIDbn,0,0,200,64,0.001,0.0001,"[16, 32, 64, 128]",2,5,2,0.9,128,2,128,,,,,cuda,NVIDIA L40S,ERROR: AttributeError: 'NoneType' object has no attribute 'get'
2025-10-06T10:54:29,colorectal_hist,gated_relu,IIDbn,1,1,200,64,0.001,0.0001,"[16, 32, 64, 128]",2,5,2,0.9,128,2,128,,,,,cuda,NVIDIA L40S,ERROR: AttributeError: 'NoneType' object has no attribute 'get'
