dataset,model_type,activation,bn,aug,seed,test_acc,train_time_minutes,num_params
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,4,0.9733,5.35,1173991
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,0,0.9778,5.1,1173991
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,1,0.97766,5.62,1173991
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,2,0.97874,5.07,1173991
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,3,0.97826,5.4,1173991
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,4,0.97854,5.07,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,False,0,0.98582,4.97,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,False,1,0.98434,4.77,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,False,2,0.98482,5.02,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,False,3,0.98536,4.75,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,False,4,0.98488,4.98,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,True,0,0.98708,4.73,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,True,1,0.98506,4.97,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,True,2,0.98568,4.75,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,True,3,0.98558,5.0,1173991
mnist_rot,equivariant,normbnvec_elu,Normbn,True,4,0.98618,4.9,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,False,0,0.98594,4.92,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,False,1,0.98634,4.7,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,False,2,0.98516,5.0,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,False,3,0.98604,4.67,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,False,4,0.98514,4.85,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,True,0,0.98838,4.67,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,True,1,0.98762,4.98,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,True,2,0.98778,4.7,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,True,3,0.98712,4.85,1173991
mnist_rot,equivariant,normbnvec_relu,Normbn,True,4,0.98796,4.68,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,0,0.9796,4.75,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,1,0.97958,4.97,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,2,0.9803,4.77,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,3,0.98034,5.17,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,4,0.9789,4.72,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,0,0.98414,4.75,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,1,0.98382,5.0,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,2,0.98382,4.67,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,3,0.98422,4.62,1173991
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,4,0.98432,5.0,1173991
mnist_rot,resnet18,norm_relu,Normbn,False,0,0.94144,2.48,11175370
mnist_rot,resnet18,norm_relu,Normbn,False,1,0.94434,2.57,11175370
mnist_rot,resnet18,norm_relu,Normbn,False,2,0.9411,2.42,11175370
mnist_rot,resnet18,norm_relu,Normbn,False,3,0.94084,2.45,11175370
mnist_rot,resnet18,norm_relu,Normbn,False,4,0.9436,2.57,11175370
mnist_rot,resnet18,norm_relu,Normbn,True,0,0.98622,2.47,11175370
mnist_rot,resnet18,norm_relu,Normbn,True,1,0.98658,2.47,11175370
mnist_rot,resnet18,norm_relu,Normbn,True,2,0.98456,2.55,11175370
mnist_rot,resnet18,norm_relu,Normbn,True,3,0.98406,2.45,11175370
mnist_rot,resnet18,norm_relu,Normbn,True,4,0.9865,2.5,11175370
