dataset,model_type,activation,bn,aug,seed,test_acc,train_time_minutes,num_params,invariance_error
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,True,2,0.98868,4.23,1186402,0.1238459721207618
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,True,3,0.98974,4.58,1186402,0.1262033283710479
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,True,4,0.98964,4.23,1186402,0.1372427344322204
mnist_rot,equivariant,gated_sigmoid,Normbn,False,0,0.9889,5.17,1206662,0.1482142657041549
mnist_rot,equivariant,gated_sigmoid,Normbn,False,1,0.98768,5.0,1206662,0.1394397914409637
mnist_rot,equivariant,gated_sigmoid,Normbn,False,2,0.98824,5.17,1206662,0.138352021574974
mnist_rot,equivariant,gated_sigmoid,Normbn,False,3,0.98806,4.97,1206662,0.1390723437070846
mnist_rot,equivariant,gated_sigmoid,Normbn,False,4,0.98802,5.18,1206662,0.1374578177928924
mnist_rot,equivariant,gated_sigmoid,Normbn,True,0,0.98866,4.9,1206662,0.1409389376640319
mnist_rot,equivariant,gated_sigmoid,Normbn,True,1,0.9899,4.97,1206662,0.1421760618686676
mnist_rot,equivariant,gated_sigmoid,Normbn,True,2,0.989,4.98,1206662,0.1362631022930145
mnist_rot,equivariant,gated_sigmoid,Normbn,True,3,0.98966,5.13,1206662,0.1439413279294967
mnist_rot,equivariant,gated_sigmoid,Normbn,True,4,0.9892,4.97,1206662,0.1283982098102569
mnist_rot,equivariant,norm_elu,Normbn,False,0,0.97736,5.95,1173016,0.1297264695167541
mnist_rot,equivariant,norm_elu,Normbn,False,1,0.97688,5.35,1173016,0.1327575594186782
mnist_rot,equivariant,norm_elu,Normbn,False,2,0.97784,5.92,1173016,0.1233262717723846
mnist_rot,equivariant,norm_elu,Normbn,False,3,0.97628,5.4,1173016,0.128144159913063
mnist_rot,equivariant,norm_elu,Normbn,False,4,0.97682,5.98,1173016,0.1332567930221557
mnist_rot,equivariant,norm_elu,Normbn,True,0,0.98218,5.37,1173016,0.1340254843235016
mnist_rot,equivariant,norm_elu,Normbn,True,1,0.9826,5.97,1173016,0.1206844672560691
mnist_rot,equivariant,norm_elu,Normbn,True,2,0.98322,5.38,1173016,0.1203993558883667
mnist_rot,equivariant,norm_elu,Normbn,True,3,0.98352,5.87,1173016,0.128198504447937
mnist_rot,equivariant,norm_elu,Normbn,True,4,0.98246,5.38,1173016,0.1210170611739158
mnist_rot,equivariant,norm_relu,Normbn,False,0,0.98732,5.75,1173991,0.1693681478500366
mnist_rot,equivariant,norm_relu,Normbn,False,1,0.98686,5.52,1173991,0.1737624406814575
mnist_rot,equivariant,norm_relu,Normbn,False,2,0.98654,6.03,1173991,0.1637041270732879
mnist_rot,equivariant,norm_relu,Normbn,False,3,0.98654,5.53,1173991,0.1609554588794708
mnist_rot,equivariant,norm_relu,Normbn,False,4,0.98762,5.88,1173991,0.1723208427429199
mnist_rot,equivariant,norm_relu,Normbn,True,0,0.9875,5.57,1173991,0.1822725385427475
mnist_rot,equivariant,norm_relu,Normbn,True,1,0.98748,5.75,1173991,0.1774202436208725
mnist_rot,equivariant,norm_relu,Normbn,True,2,0.9865,5.6,1173991,0.1755940318107605
mnist_rot,equivariant,norm_relu,Normbn,True,3,0.98814,5.73,1173991,0.1715815812349319
mnist_rot,equivariant,norm_relu,Normbn,True,4,0.98818,5.52,1173991,0.1750509738922119
mnist_rot,equivariant,norm_sigmoid,Normbn,False,0,0.97814,6.0,1173016,0.0866450071334838
mnist_rot,equivariant,norm_sigmoid,Normbn,False,1,0.97882,5.35,1173016,0.10798891633749
mnist_rot,equivariant,norm_sigmoid,Normbn,False,2,0.98106,6.05,1173016,0.0860307216644287
mnist_rot,equivariant,norm_sigmoid,Normbn,False,3,0.97932,5.33,1173016,0.0978225469589233
mnist_rot,equivariant,norm_sigmoid,Normbn,False,4,0.98002,5.98,1173016,0.1034551784396171
mnist_rot,equivariant,norm_sigmoid,Normbn,True,0,0.98214,5.4,1173016,0.0773890390992164
mnist_rot,equivariant,norm_sigmoid,Normbn,True,1,0.98306,5.58,1173016,0.1044368892908096
mnist_rot,equivariant,norm_sigmoid,Normbn,True,2,0.9841,5.33,1173016,0.0983830392360687
mnist_rot,equivariant,norm_sigmoid,Normbn,True,3,0.98288,5.98,1173016,0.0905745774507522
mnist_rot,equivariant,norm_sigmoid,Normbn,True,4,0.9835,5.38,1173016,0.0840094611048698
mnist_rot,equivariant,normbn_elu,Normbn,False,0,0.9729,5.38,1173991,0.2066368758678436
mnist_rot,equivariant,normbn_elu,Normbn,False,1,0.9706,5.08,1173991,0.2028619796037674
mnist_rot,equivariant,normbn_elu,Normbn,False,2,0.97222,5.33,1173991,0.2011324763298034
mnist_rot,equivariant,normbn_elu,Normbn,False,3,0.97054,5.32,1173991,0.2120299935340881
mnist_rot,equivariant,normbn_elu,Normbn,False,4,0.97262,5.4,1173991,0.2057532668113708
mnist_rot,equivariant,normbn_elu,Normbn,True,0,0.9682,5.43,1173991,0.2043909430503845
mnist_rot,equivariant,normbn_elu,Normbn,True,1,0.96972,5.13,1173991,0.2037696093320846
mnist_rot,equivariant,normbn_elu,Normbn,True,2,0.96992,5.48,1173991,0.1942935585975647
mnist_rot,equivariant,normbn_elu,Normbn,True,3,0.96872,5.12,1173991,0.2063298374414444
mnist_rot,equivariant,normbn_elu,Normbn,True,4,0.96776,5.08,1173991,0.2049212008714676
mnist_rot,equivariant,normbn_relu,Normbn,False,0,0.97878,5.0,1173991,0.1873383969068527
mnist_rot,equivariant,normbn_relu,Normbn,False,1,0.97702,5.18,1173991,0.1849958747625351
mnist_rot,equivariant,normbn_relu,Normbn,False,2,0.97702,4.95,1173991,0.1915856003761291
mnist_rot,equivariant,normbn_relu,Normbn,False,3,0.97862,5.23,1173991,0.1843086034059524
mnist_rot,equivariant,normbn_relu,Normbn,False,4,0.97786,5.0,1173991,0.1910296231508255
mnist_rot,equivariant,normbn_relu,Normbn,True,0,0.98214,5.28,1173991,0.1524949073791504
mnist_rot,equivariant,normbn_relu,Normbn,True,1,0.98148,5.02,1173991,0.1569114029407501
mnist_rot,equivariant,normbn_relu,Normbn,True,2,0.98156,5.22,1173991,0.1522734761238098
mnist_rot,equivariant,normbn_relu,Normbn,True,3,0.98066,5.0,1173991,0.1560439467430114
mnist_rot,equivariant,normbn_relu,Normbn,True,4,0.98214,5.43,1173991,0.1551717817783355
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,0,0.97028,5.33,1173991,0.0481972582638263
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,1,0.97256,5.08,1173991,0.0478936731815338
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,2,0.96906,5.62,1173991,0.0469322800636291
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,3,0.97034,5.02,1173991,0.0569404959678649
mnist_rot,equivariant,normbn_sigmoid,Normbn,False,4,0.9733,5.35,1173991,0.0486315041780471
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,0,0.9778,5.1,1173991,0.0509247854351997
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,1,0.97766,5.62,1173991,0.0444202832877635
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,2,0.97874,5.07,1173991,0.0423029400408268
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,3,0.97826,5.4,1173991,0.0490971654653549
mnist_rot,equivariant,normbn_sigmoid,Normbn,True,4,0.97854,5.07,1173991,0.0467955470085144
mnist_rot,equivariant,normbnvec_elu,Normbn,False,0,0.98582,4.97,1173991,0.2079426646232605
mnist_rot,equivariant,normbnvec_elu,Normbn,False,1,0.98434,4.77,1173991,0.2038964927196502
mnist_rot,equivariant,normbnvec_elu,Normbn,False,2,0.98482,5.02,1173991,0.1999880969524383
mnist_rot,equivariant,normbnvec_elu,Normbn,False,3,0.98536,4.75,1173991,0.1986714154481887
mnist_rot,equivariant,normbnvec_elu,Normbn,False,4,0.98488,4.98,1173991,0.2045196890830993
mnist_rot,equivariant,normbnvec_elu,Normbn,True,0,0.98708,4.73,1173991,0.2113760858774185
mnist_rot,equivariant,normbnvec_elu,Normbn,True,1,0.98506,4.97,1173991,0.2016583830118179
mnist_rot,equivariant,normbnvec_elu,Normbn,True,2,0.98568,4.75,1173991,0.2019918262958526
mnist_rot,equivariant,normbnvec_elu,Normbn,True,3,0.98558,5.0,1173991,0.1996429711580276
mnist_rot,equivariant,normbnvec_elu,Normbn,True,4,0.98618,4.9,1173991,0.2024471014738083
mnist_rot,equivariant,normbnvec_relu,Normbn,False,0,0.98594,4.92,1173991,0.1972220540046692
mnist_rot,equivariant,normbnvec_relu,Normbn,False,1,0.98634,4.7,1173991,0.1949980854988098
mnist_rot,equivariant,normbnvec_relu,Normbn,False,2,0.98516,5.0,1173991,0.1923702359199524
mnist_rot,equivariant,normbnvec_relu,Normbn,False,3,0.98604,4.67,1173991,0.1947659701108932
mnist_rot,equivariant,normbnvec_relu,Normbn,False,4,0.98514,4.85,1173991,0.1907615959644317
mnist_rot,equivariant,normbnvec_relu,Normbn,True,0,0.98838,4.67,1173991,0.2053641378879547
mnist_rot,equivariant,normbnvec_relu,Normbn,True,1,0.98762,4.98,1173991,0.201475128531456
mnist_rot,equivariant,normbnvec_relu,Normbn,True,2,0.98778,4.7,1173991,0.187201976776123
mnist_rot,equivariant,normbnvec_relu,Normbn,True,3,0.98712,4.85,1173991,0.1920272558927536
mnist_rot,equivariant,normbnvec_relu,Normbn,True,4,0.98796,4.68,1173991,0.2005143463611602
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,0,0.9796,4.75,1173991,0.0864154696464538
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,1,0.97958,4.97,1173991,0.0814588367938995
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,2,0.9803,4.77,1173991,0.0811169296503067
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,3,0.98034,5.17,1173991,0.0854334235191345
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,False,4,0.9789,4.72,1173991,0.0792863368988037
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,0,0.98414,4.75,1173991,0.0723059028387069
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,1,0.98382,5.0,1173991,0.0750810801982879
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,2,0.98382,4.67,1173991,0.0826165154576301
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,3,0.98422,4.62,1173991,0.0758448541164398
mnist_rot,equivariant,normbnvec_sigmoid,Normbn,True,4,0.98432,5.0,1173991,0.10053201764822
mnist_rot,resnet18,norm_relu,Normbn,False,0,0.94144,2.48,11175370,0.1858451068401336
mnist_rot,resnet18,norm_relu,Normbn,False,1,0.94434,2.57,11175370,0.189634695649147
mnist_rot,resnet18,norm_relu,Normbn,False,2,0.9411,2.42,11175370,0.1762802600860595
mnist_rot,resnet18,norm_relu,Normbn,False,3,0.94084,2.45,11175370,0.181839033961296
mnist_rot,resnet18,norm_relu,Normbn,False,4,0.9436,2.57,11175370,0.1760618239641189
mnist_rot,resnet18,norm_relu,Normbn,True,0,0.98622,2.47,11175370,0.1914927363395691
mnist_rot,resnet18,norm_relu,Normbn,True,1,0.98658,2.47,11175370,0.1900372505187988
mnist_rot,resnet18,norm_relu,Normbn,True,2,0.98456,2.55,11175370,0.2148578464984893
mnist_rot,resnet18,norm_relu,Normbn,True,3,0.98406,2.45,11175370,0.222567081451416
mnist_rot,resnet18,norm_relu,Normbn,True,4,0.9865,2.5,11175370,0.1840431690216064
