dataset,model_type,activation,bn,aug,seed,test_acc,train_time_minutes,num_params,invariance_error
mnist_rot,equivariant,fourierbn_relu_32,Normbn,True,1,0.9909,6.25,1172041,0.1205674260854721
mnist_rot,equivariant,fourierbn_relu_32,Normbn,True,2,0.99094,6.93,1172041,0.1195186525583267
mnist_rot,equivariant,fourierbn_relu_32,Normbn,True,3,0.9913,6.35,1172041,0.1148981004953384
mnist_rot,equivariant,fourierbn_relu_32,Normbn,True,4,0.9911,7.08,1172041,0.115311861038208
mnist_rot,equivariant,fourierbn_relu_64,Normbn,False,0,0.98974,10.55,1172041,0.1083409264683723
mnist_rot,equivariant,fourierbn_relu_64,Normbn,False,1,0.99054,9.38,1172041,0.1109215542674064
mnist_rot,equivariant,fourierbn_relu_64,Normbn,False,2,0.98968,11.52,1172041,0.1128234192728996
mnist_rot,equivariant,fourierbn_relu_64,Normbn,False,3,0.98978,9.23,1172041,0.1079644635319709
mnist_rot,equivariant,fourierbn_relu_64,Normbn,False,4,0.98992,11.12,1172041,0.1055673062801361
mnist_rot,equivariant,fourierbn_relu_64,Normbn,True,0,0.9913,9.63,1172041,0.11326864361763
mnist_rot,equivariant,fourierbn_relu_64,Normbn,True,1,0.99038,8.8,1172041,0.1201836019754409
mnist_rot,equivariant,fourierbn_relu_64,Normbn,True,2,0.99064,9.35,1172041,0.1106117293238639
mnist_rot,equivariant,fourierbn_relu_64,Normbn,True,3,0.9911,10.4,1172041,0.111996442079544
mnist_rot,equivariant,fourierbn_relu_64,Normbn,True,4,0.99076,9.18,1172041,0.1162468045949935
mnist_rot,equivariant,fourierbn_relu_8,Normbn,False,0,0.98966,7.08,1172041,0.1110275313258171
mnist_rot,equivariant,fourierbn_relu_8,Normbn,False,1,0.98958,8.03,1172041,0.1297294944524765
mnist_rot,equivariant,fourierbn_relu_8,Normbn,False,2,0.98998,7.35,1172041,0.1062311455607414
mnist_rot,equivariant,fourierbn_relu_8,Normbn,False,3,0.98892,7.47,1172041,0.1141473948955535
mnist_rot,equivariant,fourierbn_relu_8,Normbn,False,4,0.99012,7.8,1172041,0.1232264935970306
mnist_rot,equivariant,fourierbn_relu_8,Normbn,True,0,0.99016,7.07,1172041,0.1130464375019073
mnist_rot,equivariant,fourierbn_relu_8,Normbn,True,1,0.99068,7.4,1172041,0.1196712255477905
mnist_rot,equivariant,fourierbn_relu_8,Normbn,True,2,0.99092,7.57,1172041,0.1311600804328918
mnist_rot,equivariant,fourierbn_relu_8,Normbn,True,3,0.99068,6.97,1172041,0.1170625314116478
mnist_rot,equivariant,fourierbn_relu_8,Normbn,True,4,0.9905,7.82,1172041,0.1197740361094474
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,False,0,0.98818,4.47,1186402,0.1268910765647888
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,False,1,0.98824,4.23,1186402,0.1186594292521476
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,False,2,0.98772,4.38,1186402,0.1250347048044204
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,False,3,0.9859,4.23,1186402,0.1114609390497207
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,False,4,0.98848,4.52,1186402,0.1321018487215042
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,True,0,0.98926,4.27,1186402,0.1240383014082908
mnist_rot,equivariant,gated_shared_sigmoid,Normbn,True,1,0.98934,4.38,1186402,0.1184936091303825
