checkpoint,model_type,dataset,seed,activation,bn,aug,invariance
equivariant_mnist_rot_seed1_aug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,1,normbn_elu,Normbn,True,0.19579041004180908
equivariant_mnist_rot_seed1_noaug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,1,normbn_elu,Normbn,False,0.19542396068572998
equivariant_mnist_rot_seed2_aug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,2,normbn_elu,Normbn,True,0.18668165802955627
equivariant_mnist_rot_seed2_noaug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,2,normbn_elu,Normbn,False,0.19295130670070648
equivariant_mnist_rot_seed3_aug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,3,normbn_elu,Normbn,True,0.19864919781684875
equivariant_mnist_rot_seed3_noaug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,3,normbn_elu,Normbn,False,0.20313870906829834
equivariant_mnist_rot_seed4_aug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,4,normbn_elu,Normbn,True,0.19683408737182617
equivariant_mnist_rot_seed4_noaug_normbn_elu_Normbn.ckpt,equivariant,mnist_rot,4,normbn_elu,Normbn,False,0.19812507927417755
equivariant_mnist_rot_seed0_aug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,0,normbn_relu,Normbn,True,0.1459418535232544
equivariant_mnist_rot_seed0_noaug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,0,normbn_relu,Normbn,False,0.17929282784461975
equivariant_mnist_rot_seed1_aug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,1,normbn_relu,Normbn,True,0.14928749203681946
equivariant_mnist_rot_seed1_noaug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,1,normbn_relu,Normbn,False,0.17642655968666077
equivariant_mnist_rot_seed2_aug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,2,normbn_relu,Normbn,True,0.14541777968406677
equivariant_mnist_rot_seed2_noaug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,2,normbn_relu,Normbn,False,0.18198354542255402
equivariant_mnist_rot_seed3_aug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,3,normbn_relu,Normbn,True,0.14926445484161377
